TaskID,TAG,SkillLevel,YOE,ResourceCost (Annual),Time_Spent
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,20,1,14664,265
TES2,WebConsultant,20,1,14664,295
TES3,WebConsultant,20,1,14664,230
TES6,WebDeveloper,50,3,24392,110
TES7,ProjectManager,70,4,24392,90
REL1,WebDeveloper,50,3,24392,60
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,60
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,40
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,450
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,120
DES6,ProjectManager,70,4,24392,35
DEV1,WebDeveloper,80,6,29049,55
DEV2,WebDeveloper,80,6,29049,35
DEV3,WebDeveloper,80,6,29049,120
DEV4,WebDeveloper,80,6,29049,175
DEV5,WebDeveloper,80,6,29049,95
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,65
DEV8,WebDeveloper,80,6,29049,55
DEV9,WebDeveloper,80,6,29049,60
DEV10,WebConsultant,20,1,14664,530
DEV11,WebDeveloper,80,6,29049,110
DEV12,WebDeveloper,80,6,29049,120
DEV14,WebConsultant,20,1,14664,480
DEV15,WebConsultant,20,1,14664,345
DEV16,WebDeveloper,80,6,29049,120
DEV17,WebDeveloper,80,6,29049,110
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,80,6,29049,100
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,20,1,14664,295
TES2,WebConsultant,20,1,14664,275
TES3,WebConsultant,20,1,14664,265
TES6,WebDeveloper,80,6,29049,90
TES7,ProjectManager,70,4,24392,75
REL1,WebDeveloper,80,6,29049,50
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,475
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,165
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,100
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,230
DEV4,WebDeveloper,30,1,20038,250
DEV5,WebDeveloper,30,1,20038,155
DEV6,WebDeveloper,30,1,20038,100
DEV7,WebDeveloper,30,1,20038,100
DEV8,WebDeveloper,30,1,20038,130
DEV9,WebDeveloper,30,1,20038,110
DEV10,WebConsultant,70,4,20038,390
DEV11,WebDeveloper,30,1,20038,165
DEV12,WebDeveloper,30,1,20038,175
DEV14,WebConsultant,70,4,20038,365
DEV15,WebConsultant,70,4,20038,285
DEV16,WebDeveloper,30,1,20038,200
DEV17,WebDeveloper,30,1,20038,210
DEV18,ProjectManager,70,4,24392,100
DEV19,WebDeveloper,30,1,20038,175
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,70,4,20038,220
TES2,WebConsultant,70,4,20038,200
TES3,WebConsultant,70,4,20038,175
TES6,WebDeveloper,30,1,20038,145
TES7,ProjectManager,70,4,24392,65
REL1,WebDeveloper,30,1,20038,90
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,75
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,460
DES4,ProjectManager,70,4,24392,60
DES5,WebDesigner,60,3,20038,165
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,55
DEV2,WebDeveloper,50,3,24392,30
DEV3,WebDeveloper,50,3,24392,155
DEV4,WebDeveloper,50,3,24392,220
DEV5,WebDeveloper,50,3,24392,100
DEV6,WebDeveloper,50,3,24392,70
DEV7,WebDeveloper,50,3,24392,95
DEV8,WebDeveloper,50,3,24392,60
DEV9,WebDeveloper,50,3,24392,55
DEV10,WebConsultant,50,3,17888,420
DEV11,WebDeveloper,50,3,24392,145
DEV12,WebDeveloper,50,3,24392,160
DEV13,WebDeveloper,50,3,24392,550
DEV14,WebConsultant,50,3,17888,420
DEV15,WebConsultant,50,3,17888,330
DEV16,WebDeveloper,50,3,24392,160
DEV17,WebDeveloper,50,3,24392,170
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,50,3,24392,185
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,50,3,17888,205
TES2,WebConsultant,50,3,17888,175
TES3,WebConsultant,50,3,17888,215
TES4,WebDeveloper,50,3,24392,175
TES5,WebConsultant,50,3,17888,215
TES6,WebDeveloper,50,3,24392,140
TES7,ProjectManager,70,4,24392,110
REL1,WebDeveloper,50,3,24392,75
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,65
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,495
DES4,ProjectManager,70,4,24392,55
DES5,WebDesigner,60,3,20038,200
DES6,ProjectManager,70,4,24392,20
DEV1,WebDeveloper,80,6,29049,45
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,120
DEV4,WebDeveloper,80,6,29049,155
DEV5,WebDeveloper,80,6,29049,60
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,65
DEV8,WebDeveloper,80,6,29049,45
DEV9,WebDeveloper,80,6,29049,40
DEV11,WebDeveloper,80,6,29049,110
DEV12,WebDeveloper,80,6,29049,110
DEV13,WebDeveloper,80,6,29049,420
DEV16,WebDeveloper,80,6,29049,120
DEV17,WebDeveloper,80,6,29049,120
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,80,6,29049,130
DEV20,ProjectManager,70,4,24392,35
TES4,WebDeveloper,80,6,29049,110
TES6,WebDeveloper,80,6,29049,95
TES7,ProjectManager,70,4,24392,90
REL1,WebDeveloper,80,6,29049,50
REL5,ProjectManager,70,4,24392,45
DEV10,WebConsultant,20,1,14664,500
DEV14,WebConsultant,20,1,14664,460
DEV15,WebConsultant,20,1,14664,330
TES1,WebConsultant,20,1,14664,295
TES2,WebConsultant,20,1,14664,265
TES3,WebConsultant,20,1,14664,230
DEV10,WebConsultant,70,4,20038,365
DEV14,WebConsultant,70,4,20038,370
DEV15,WebConsultant,70,4,20038,275
TES1,WebConsultant,70,4,20038,160
TES2,WebConsultant,70,4,20038,150
TES3,WebConsultant,70,4,20038,200
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,45
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,40
DES3,WebDesigner,60,3,20038,475
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,140
DES6,ProjectManager,70,4,24392,35
DEV1,WebDeveloper,30,1,20038,100
DEV2,WebDeveloper,30,1,20038,65
DEV3,WebDeveloper,30,1,20038,200
DEV4,WebDeveloper,30,1,20038,295
DEV5,WebDeveloper,30,1,20038,130
DEV6,WebDeveloper,30,1,20038,110
DEV7,WebDeveloper,30,1,20038,100
DEV8,WebDeveloper,30,1,20038,90
DEV9,WebDeveloper,30,1,20038,90
DEV11,WebDeveloper,30,1,20038,185
DEV12,WebDeveloper,30,1,20038,145
DEV16,WebDeveloper,30,1,20038,210
DEV17,WebDeveloper,30,1,20038,200
DEV18,ProjectManager,70,4,24392,125
DEV19,WebDeveloper,30,1,20038,130
DEV20,ProjectManager,70,4,24392,35
TES6,WebDeveloper,30,1,20038,200
TES7,ProjectManager,70,4,24392,110
REL1,WebDeveloper,30,1,20038,120
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,440
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,200
DES6,ProjectManager,70,4,24392,35
DEV1,WebDeveloper,80,6,29049,65
DEV2,WebDeveloper,80,6,29049,45
DEV3,WebDeveloper,80,6,29049,110
DEV4,WebDeveloper,80,6,29049,165
DEV5,WebDeveloper,80,6,29049,100
DEV6,WebDeveloper,80,6,29049,65
DEV7,WebDeveloper,80,6,29049,50
DEV8,WebDeveloper,80,6,29049,60
DEV9,WebDeveloper,80,6,29049,50
DEV10,WebConsultant,70,4,20038,360
DEV11,WebDeveloper,80,6,29049,120
DEV12,WebDeveloper,80,6,29049,110
DEV14,WebConsultant,70,4,20038,460
DEV15,WebConsultant,70,4,20038,270
DEV16,WebDeveloper,80,6,29049,130
DEV17,WebDeveloper,80,6,29049,120
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,80,6,29049,90
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,70,4,20038,220
TES2,WebConsultant,70,4,20038,215
TES3,WebConsultant,70,4,20038,210
TES6,WebDeveloper,80,6,29049,65
TES7,ProjectManager,70,4,24392,65
REL1,WebDeveloper,80,6,29049,55
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,60
REQ3,ProjectManager,70,4,24392,40
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,40
DES2,ProjectManager,70,4,24392,40
DES3,WebDesigner,60,3,20038,430
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,155
DES6,ProjectManager,70,4,24392,35
DEV10,WebConsultant,50,3,17888,460
DEV14,WebConsultant,50,3,17888,420
DEV15,WebConsultant,50,3,17888,270
DEV18,ProjectManager,70,4,24392,120
DEV20,ProjectManager,70,4,24392,45
TES1,WebConsultant,50,3,17888,215
TES2,WebConsultant,50,3,17888,225
TES3,WebConsultant,50,3,17888,175
TES7,ProjectManager,70,4,24392,75
REL5,ProjectManager,70,4,24392,55
DEV1,WebDeveloper,30,1,20038,110
DEV2,WebDeveloper,30,1,20038,75
DEV3,WebDeveloper,30,1,20038,180
DEV4,WebDeveloper,30,1,20038,295
DEV5,WebDeveloper,30,1,20038,150
DEV6,WebDeveloper,30,1,20038,130
DEV7,WebDeveloper,30,1,20038,110
DEV8,WebDeveloper,30,1,20038,100
DEV9,WebDeveloper,30,1,20038,100
DEV11,WebDeveloper,30,1,20038,180
DEV12,WebDeveloper,30,1,20038,145
DEV16,WebDeveloper,30,1,20038,230
DEV17,WebDeveloper,30,1,20038,130
DEV19,WebDeveloper,30,1,20038,150
TES6,WebDeveloper,30,1,20038,180
REL1,WebDeveloper,30,1,20038,145
DEV1,WebDeveloper,50,3,24392,75
DEV2,WebDeveloper,50,3,24392,50
DEV3,WebDeveloper,50,3,24392,120
DEV4,WebDeveloper,50,3,24392,175
DEV5,WebDeveloper,50,3,24392,120
DEV6,WebDeveloper,50,3,24392,55
DEV7,WebDeveloper,50,3,24392,90
DEV8,WebDeveloper,50,3,24392,75
DEV9,WebDeveloper,50,3,24392,70
DEV11,WebDeveloper,50,3,24392,130
DEV12,WebDeveloper,50,3,24392,130
DEV16,WebDeveloper,50,3,24392,145
DEV17,WebDeveloper,50,3,24392,120
DEV19,WebDeveloper,50,3,24392,120
TES6,WebDeveloper,50,3,24392,120
REL1,WebDeveloper,50,3,24392,65
REQ1,ProjectManager,70,4,24392,65
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,45
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,45
DES3,WebDesigner,60,3,20038,495
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,175
DES6,ProjectManager,70,4,24392,35
DEV10,WebConsultant,20,1,14664,560
DEV14,WebConsultant,20,1,14664,475
DEV15,WebConsultant,20,1,14664,400
DEV18,ProjectManager,70,4,24392,110
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,20,1,14664,315
TES2,WebConsultant,20,1,14664,255
TES3,WebConsultant,20,1,14664,275
TES7,ProjectManager,70,4,24392,110
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,60
DES2,ProjectManager,70,4,24392,20
DES3,WebDesigner,60,3,20038,460
DES4,ProjectManager,70,4,24392,65
DES5,WebDesigner,60,3,20038,220
DES6,ProjectManager,70,4,24392,35
DEV1,WebDeveloper,80,6,29049,45
DEV2,WebDeveloper,80,6,29049,20
DEV3,WebDeveloper,80,6,29049,120
DEV4,WebDeveloper,80,6,29049,175
DEV5,WebDeveloper,80,6,29049,90
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,70
DEV8,WebDeveloper,80,6,29049,55
DEV9,WebDeveloper,80,6,29049,45
DEV11,WebDeveloper,80,6,29049,130
DEV12,WebDeveloper,80,6,29049,120
DEV13,WebDeveloper,80,6,29049,505
DEV16,WebDeveloper,80,6,29049,145
DEV17,WebDeveloper,80,6,29049,155
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,80,6,29049,110
DEV20,ProjectManager,70,4,24392,35
TES4,WebDeveloper,80,6,29049,130
TES6,WebDeveloper,80,6,29049,100
TES7,ProjectManager,70,4,24392,110
REL1,WebDeveloper,80,6,29049,45
REL5,ProjectManager,70,4,24392,60
DEV10,WebConsultant,50,3,17888,440
DEV14,WebConsultant,50,3,17888,445
DEV15,WebConsultant,50,3,17888,365
TES1,WebConsultant,50,3,17888,180
TES2,WebConsultant,50,3,17888,180
TES3,WebConsultant,50,3,17888,205
TES5,WebConsultant,50,3,17888,200
DEV10,WebConsultant,70,4,20038,365
DEV14,WebConsultant,70,4,20038,365
DEV15,WebConsultant,70,4,20038,295
TES1,WebConsultant,70,4,20038,180
TES2,WebConsultant,70,4,20038,210
TES3,WebConsultant,70,4,20038,180
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,55
DES2,ProjectManager,70,4,24392,20
DES3,WebDesigner,60,3,20038,475
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,20
DEV1,WebDeveloper,50,3,24392,65
DEV2,WebDeveloper,50,3,24392,35
DEV3,WebDeveloper,50,3,24392,150
DEV4,WebDeveloper,50,3,24392,230
DEV5,WebDeveloper,50,3,24392,110
DEV6,WebDeveloper,50,3,24392,75
DEV7,WebDeveloper,50,3,24392,90
DEV8,WebDeveloper,50,3,24392,65
DEV9,WebDeveloper,50,3,24392,95
DEV11,WebDeveloper,50,3,24392,130
DEV12,WebDeveloper,50,3,24392,145
DEV13,WebDeveloper,80,6,29049,420
DEV16,WebDeveloper,50,3,24392,165
DEV17,WebDeveloper,50,3,24392,175
DEV18,ProjectManager,70,4,24392,110
DEV19,WebDeveloper,50,3,24392,175
DEV20,ProjectManager,70,4,24392,35
TES4,WebDeveloper,80,6,29049,110
TES6,WebDeveloper,50,3,24392,130
TES7,ProjectManager,70,4,24392,65
REL1,WebDeveloper,50,3,24392,90
REL5,ProjectManager,70,4,24392,55
DEV1,WebDeveloper,50,3,24392,45
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,10
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,50
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,350
DES4,ProjectManager,70,4,24392,55
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,30
DEV10,WebConsultant,70,4,20038,300
DEV14,WebConsultant,70,4,20038,290
DEV15,WebConsultant,70,4,20038,230
DEV18,ProjectManager,70,4,24392,105
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,140
TES2,WebConsultant,70,4,20038,160
TES3,WebConsultant,70,4,20038,160
TES5,WebConsultant,70,4,20038,95
TES7,ProjectManager,70,4,24392,100
REL2,ProjectManager,70,4,24392,70
REL3,ProjectManager,70,4,24392,75
REL5,ProjectManager,70,4,24392,50
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,120
DEV4,WebDeveloper,50,3,24392,180
DEV5,WebDeveloper,50,3,24392,80
DEV6,WebDeveloper,50,3,24392,50
DEV7,WebDeveloper,50,3,24392,70
DEV8,WebDeveloper,50,3,24392,45
DEV9,WebDeveloper,50,3,24392,35
DEV11,WebDeveloper,50,3,24392,105
DEV12,WebDeveloper,50,3,24392,115
DEV16,WebDeveloper,50,3,24392,105
DEV17,WebDeveloper,50,3,24392,95
DEV19,WebDeveloper,50,3,24392,80
TES6,WebDeveloper,50,3,24392,90
REL1,WebDeveloper,50,3,24392,45
DEV1,WebDeveloper,80,6,29049,30
DEV2,WebDeveloper,80,6,29049,10
DEV3,WebDeveloper,80,6,29049,110
DEV4,WebDeveloper,80,6,29049,165
DEV5,WebDeveloper,80,6,29049,60
DEV6,WebDeveloper,80,6,29049,45
DEV7,WebDeveloper,80,6,29049,60
DEV8,WebDeveloper,80,6,29049,35
DEV9,WebDeveloper,80,6,29049,30
DEV11,WebDeveloper,80,6,29049,95
DEV12,WebDeveloper,80,6,29049,105
DEV13,WebDeveloper,80,6,29049,370
DEV16,WebDeveloper,80,6,29049,105
DEV17,WebDeveloper,80,6,29049,115
DEV19,WebDeveloper,80,6,29049,100
TES4,WebDeveloper,80,6,29049,90
TES6,WebDeveloper,80,6,29049,90
REL1,WebDeveloper,80,6,29049,45
REL4,WebDeveloper,80,6,29049,120
DEV1,WebDeveloper,30,1,20038,70
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,10
DES3,WebDesigner,60,3,20038,335
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,130
DES6,ProjectManager,70,4,24392,25
DEV10,WebConsultant,50,3,17888,335
DEV14,WebConsultant,50,3,17888,310
DEV15,WebConsultant,50,3,17888,235
DEV18,ProjectManager,70,4,24392,120
DEV20,ProjectManager,70,4,24392,25
TES1,WebConsultant,50,3,17888,165
TES2,WebConsultant,50,3,17888,150
TES3,WebConsultant,50,3,17888,170
TES7,ProjectManager,70,4,24392,90
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,40
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,370
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,140
DES6,ProjectManager,70,4,24392,30
DEV2,WebDeveloper,30,1,20038,40
DEV3,WebDeveloper,30,1,20038,145
DEV4,WebDeveloper,30,1,20038,230
DEV5,WebDeveloper,30,1,20038,115
DEV6,WebDeveloper,30,1,20038,75
DEV7,WebDeveloper,30,1,20038,90
DEV8,WebDeveloper,30,1,20038,70
DEV9,WebDeveloper,30,1,20038,55
DEV11,WebDeveloper,30,1,20038,145
DEV10,WebConsultant,50,3,17888,350
DEV12,WebDeveloper,30,1,20038,125
DEV16,WebDeveloper,30,1,20038,175
DEV14,WebConsultant,50,3,17888,315
DEV15,WebConsultant,50,3,17888,220
DEV17,WebDeveloper,30,1,20038,135
DEV19,WebDeveloper,30,1,20038,120
DEV18,ProjectManager,70,4,24392,110
TES6,WebDeveloper,30,1,20038,155
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,160
TES2,WebConsultant,50,3,17888,170
TES3,WebConsultant,50,3,17888,150
REL1,WebDeveloper,30,1,20038,90
TES7,ProjectManager,70,4,24392,90
DEV1,WebDeveloper,50,3,24392,50
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,380
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,105
DES6,ProjectManager,70,4,24392,25
DEV2,WebDeveloper,50,3,24392,30
DEV3,WebDeveloper,50,3,24392,105
DEV4,WebDeveloper,50,3,24392,155
DEV5,WebDeveloper,50,3,24392,90
DEV6,WebDeveloper,50,3,24392,50
DEV7,WebDeveloper,50,3,24392,60
DEV8,WebDeveloper,50,3,24392,50
DEV9,WebDeveloper,50,3,24392,50
DEV11,WebDeveloper,50,3,24392,100
DEV10,WebConsultant,20,1,14664,440
DEV12,WebDeveloper,50,3,24392,95
DEV16,WebDeveloper,50,3,24392,105
DEV14,WebConsultant,20,1,14664,395
DEV15,WebConsultant,20,1,14664,260
DEV17,WebDeveloper,50,3,24392,105
DEV19,WebDeveloper,50,3,24392,90
DEV18,ProjectManager,70,4,24392,105
TES6,WebDeveloper,50,3,24392,90
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,210
TES2,WebConsultant,20,1,14664,235
TES3,WebConsultant,20,1,14664,185
REL1,WebDeveloper,50,3,24392,50
TES7,ProjectManager,70,4,24392,70
DEV1,WebDeveloper,80,6,29049,45
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,25
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,360
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,95
DES6,ProjectManager,70,4,24392,30
DEV2,WebDeveloper,80,6,29049,30
DEV3,WebDeveloper,80,6,29049,95
DEV4,WebDeveloper,80,6,29049,140
DEV5,WebDeveloper,80,6,29049,75
DEV6,WebDeveloper,80,6,29049,45
DEV7,WebDeveloper,80,6,29049,50
DEV8,WebDeveloper,80,6,29049,45
DEV9,WebDeveloper,80,6,29049,50
DEV11,WebDeveloper,80,6,29049,90
DEV10,WebConsultant,20,1,14664,425
DEV12,WebDeveloper,80,6,29049,95
DEV16,WebDeveloper,80,6,29049,95
DEV14,WebConsultant,20,1,14664,385
DEV15,WebConsultant,20,1,14664,275
DEV17,WebDeveloper,80,6,29049,90
DEV19,WebDeveloper,80,6,29049,80
DEV18,ProjectManager,70,4,24392,95
TES6,WebDeveloper,80,6,29049,70
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,235
TES2,WebConsultant,20,1,14664,220
TES3,WebConsultant,20,1,14664,210
REL1,WebDeveloper,80,6,29049,40
TES7,ProjectManager,70,4,24392,60
DEV1,WebDeveloper,30,1,20038,80
REL5,ProjectManager,70,4,24392,45
REQ1,ProjectManager,70,4,24392,40
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,380
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,130
DES6,ProjectManager,70,4,24392,25
DEV2,WebDeveloper,30,1,20038,40
DEV3,WebDeveloper,30,1,20038,185
DEV4,WebDeveloper,30,1,20038,200
DEV5,WebDeveloper,30,1,20038,125
DEV6,WebDeveloper,30,1,20038,80
DEV7,WebDeveloper,30,1,20038,80
DEV8,WebDeveloper,30,1,20038,105
DEV9,WebDeveloper,30,1,20038,90
DEV11,WebDeveloper,30,1,20038,130
DEV10,WebConsultant,70,4,20038,310
DEV12,WebDeveloper,30,1,20038,140
DEV16,WebDeveloper,30,1,20038,160
DEV14,WebConsultant,70,4,20038,290
DEV15,WebConsultant,70,4,20038,230
DEV17,WebDeveloper,30,1,20038,170
DEV19,WebDeveloper,30,1,20038,140
DEV18,ProjectManager,70,4,24392,80
TES6,WebDeveloper,30,1,20038,115
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,175
TES2,WebConsultant,70,4,20038,160
TES3,WebConsultant,70,4,20038,140
REL1,WebDeveloper,30,1,20038,70
TES7,ProjectManager,70,4,24392,50
DEV1,WebDeveloper,50,3,24392,45
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,25
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,60
DES2,ProjectManager,70,4,24392,10
DES3,WebDesigner,60,3,20038,370
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,130
DES6,ProjectManager,70,4,24392,25
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,125
DEV4,WebDeveloper,50,3,24392,175
DEV5,WebDeveloper,50,3,24392,80
DEV6,WebDeveloper,50,3,24392,55
DEV7,WebDeveloper,50,3,24392,75
DEV8,WebDeveloper,50,3,24392,50
DEV9,WebDeveloper,50,3,24392,45
DEV11,WebDeveloper,50,3,24392,115
DEV10,WebConsultant,50,3,17888,335
DEV12,WebDeveloper,50,3,24392,130
DEV13,WebDeveloper,50,3,24392,440
DEV16,WebDeveloper,50,3,24392,130
DEV14,WebConsultant,50,3,17888,335
DEV15,WebConsultant,50,3,17888,265
DEV17,WebDeveloper,50,3,24392,135
DEV19,WebDeveloper,50,3,24392,150
DEV18,ProjectManager,70,4,24392,95
TES4,WebDeveloper,50,3,24392,140
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,165
TES2,WebConsultant,50,3,17888,140
TES3,WebConsultant,50,3,17888,170
TES6,WebDeveloper,50,3,24392,110
TES5,WebConsultant,50,3,17888,170
REL1,WebDeveloper,50,3,24392,60
TES7,ProjectManager,70,4,24392,90
DEV1,WebDeveloper,80,6,29049,35
REL5,ProjectManager,70,4,24392,45
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,50
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,395
DES4,ProjectManager,70,4,24392,45
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,15
DEV2,WebDeveloper,80,6,29049,10
DEV3,WebDeveloper,80,6,29049,95
DEV4,WebDeveloper,80,6,29049,125
DEV5,WebDeveloper,80,6,29049,50
DEV6,WebDeveloper,80,6,29049,45
DEV7,WebDeveloper,80,6,29049,50
DEV8,WebDeveloper,80,6,29049,35
DEV9,WebDeveloper,80,6,29049,30
DEV11,WebDeveloper,80,6,29049,90
DEV12,WebDeveloper,80,6,29049,90
DEV13,WebDeveloper,80,6,29049,335
DEV16,WebDeveloper,80,6,29049,95
